label,text,pred,probability
0,"SRINAGAR: Security has been heightened in Kashmir following the terror attack in Kulgam district that left five labourers from West Bengal dead, even as a complete shutdown disrupted normal life across the valley on Wednesday, officials said.",0,"tensor([[3.8672, 0.0000]], device='cuda:0')"
1,Have team members sign forms and send to Bill Kendrick for Dec.,1,"tensor([[0.0000, 3.7652]], device='cuda:0')"
1,please talk to Mallory about the counterparty name to confirm.,1,"tensor([[0.0000, 3.7228]], device='cuda:0')"
1,Please clean up my Holdings page to net longs and shorts today.,1,"tensor([[0.0000, 3.6965]], device='cuda:0')"
1,Please provide him with spread option model that includes the curve fetch function.,1,"tensor([[0.0189, 3.5568]], device='cuda:0')"
0,"However, after this unique interchange facility, the Delhi Metro Green Line and Delhi Metro Pink Line will also get connected.",0,"tensor([[4.1928, 0.0000]], device='cuda:0')"
1,Please discuss this with Morgan.,1,"tensor([[0.0000, 3.8451]], device='cuda:0')"
0,"Fresh renewals would cost MTNL Rs 8,000-9,000 crore, and BSNL Rs 18,000-19,000 crore.",0,"tensor([[3.7209, 0.0000]], device='cuda:0')"
0,"One proposed change to the early election motion that will be considered is a call by Labour -- backed by the other Opposition parties -- to hold the poll three days earlier on December 9. This, they argue, would ensure that university students are more likely to be able to take part because it would still be in term time.",0,"tensor([[4.1186, 0.0000]], device='cuda:0')"
0,Organisers of the Tokyo 2020 Olympics on Tuesday unveiled a custom-built $188 million gymnastics venue inspired by Japanese architecture that uses wood brought from around the country.,0,"tensor([[4.0763, 0.0000]], device='cuda:0')"
0,What are some of the newer projects that you are taking up in India?,0,"tensor([[3.9094, 0.0000]], device='cuda:0')"
1,"Please ask for the work, complete and submit by Monday, July 17, 2000.",1,"tensor([[0.0000, 4.0639]], device='cuda:0')"
0,An element of doubt still bothers you.,0,"tensor([[3.8034, 0.0000]], device='cuda:0')"
0,The drink is sure to mess with your head even before the alcohol kicks in.,0,"tensor([[3.8894, 0.0000]], device='cuda:0')"
1,Email me with latest happenings with you in the big city.,1,"tensor([[0.4193, 3.4494]], device='cuda:0')"
1,Manage your list subscription for this or other ListBot lists.,1,"tensor([[0.0000, 3.9306]], device='cuda:0')"
1,"Link the Texas grid to the East, so that electricity could flow these bridges, which at peak capacity could carry mere 820 megawatts.",1,"tensor([[0.0000, 3.7528]], device='cuda:0')"
1,"We request all of you to attend your designated session as valuable information will be presented, and you will have the opportunity to get answers to your questions.",1,"tensor([[0.0062, 3.7594]], device='cuda:0')"
0,"On Tuesday evening, a statement from the administration stated that around 65,000 students of Kashmir Division and 24,000 students of Winter Zone Jammu Division appeared for Class X examination, for whom 615 and 296 centres, respectively, were set up.",0,"tensor([[4.4946, 0.0589]], device='cuda:0')"
0,Efforts by Opposition MPs to lower the voting age to 16 and also allow European Union (EU) nationals to take part have failed as the changes were not selected for debate by the Deputy Speaker.,0,"tensor([[4.0329, 0.0000]], device='cuda:0')"
1,Make sure that you input the new nodes and sockets as reflected in the new login info sheet by the machine.,1,"tensor([[0.0000, 4.1226]], device='cuda:0')"
0,"Meanwhile, four alleged human traffickers - Jamal, Madud, Fairoj Khan and Mohibulla - were arrested for bringing the 60 into India with the lure of jobs.",0,"tensor([[4.2199, 0.0000]], device='cuda:0')"
0,"The results have coincided with the introduction of some Big Bash League (BBL) stars like Ashton Agar, Ashton Turner, D'Arcy Short.",0,"tensor([[4.2757, 0.0000]], device='cuda:0')"
1,"Please join us on Saturday, April 15th to explore this incredible p.m.",1,"tensor([[0.0143, 4.0368]], device='cuda:0')"
0,"Besides, it doesn't actually take too much of social expenditure.",0,"tensor([[4.2662, 0.0000]], device='cuda:0')"
1,Please identify business initiatives and improvements.,1,"tensor([[0.0000, 4.2834]], device='cuda:0')"
1,Please check with GMT and limit him to this project.,1,"tensor([[0.0000, 4.1898]], device='cuda:0')"
1,Check the Fantasy News area throughout the week for news and advice from our experts.,1,"tensor([[0.3302, 3.3815]], device='cuda:0')"
0,"Major pollutants PM 2.5 reached at 500 in the 'severe' category and PM 10 at 379, 'very poor' category, in Lodhi Road area, according to the AQI data.",0,"tensor([[3.9328, 0.0000]], device='cuda:0')"
0,"The piece was reattached to its original position, and the loss on the top edge was infilled.",0,"tensor([[4.1847, 0.0273]], device='cuda:0')"
0,"Pakistan begin their tour on 31 October with a T20 match against a Cricket Australia XI, before a three-match T20I series against the hosts starting in Sydney on 3 November, followed by the two-Test series.",0,"tensor([[4.1897, 0.0000]], device='cuda:0')"
0,"In all spells he's bowling quick and his control with the ball is also good.
NORMAL	So we're looking forward that he can just bowl well here in Australia where the conditions may just give him some sort of assistance and getting some pace and bounce from these wickets, Misban told reporters in Sydney on Monday.",0,"tensor([[3.5954, 0.0000]], device='cuda:0')"
1,"Megan, watch the whole thing I'm not going with AEP.",1,"tensor([[0.1815, 3.6621]], device='cuda:0')"
0,Harpanth scored the fifth goal for Chandigarh XI in the 41st minute to make the score board read 5-3 in favour of the Chandigarh team.,0,"tensor([[3.6138, 0.0000]], device='cuda:0')"
0,"We think that cardio can not only help us lose weight, but it can also speed up the metabolism and fat loss process.",0,"tensor([[4.1866, 0.0000]], device='cuda:0')"
1,Let's make sure we all agree on contracts that have been terminated.,1,"tensor([[0.0000, 4.1357]], device='cuda:0')"
1,Please check each document and forward to the counterparty for their execution and return.,1,"tensor([[0.0000, 3.8065]], device='cuda:0')"
1,"Please document the sale and the other bids, timing issues, costs, and any other factors that led to or affected the sale.",1,"tensor([[0.0000, 3.8723]], device='cuda:0')"
0,"The MLAs with the lowest assets are CPI(M)'s Palghar MLA Vinod Nikole, who has assets of only Rs 51,082, followed by BJP's Malshiras MLA Ram Satpute (Rs 10 lakh) and AIMIM's Shah Faruk Anwar (Rs 29 lakh).",0,"tensor([[4.2790, 0.0000]], device='cuda:0')"
1,"Joann, please look at the other days and contracts and then plan perfectly for this month.",1,"tensor([[0.0000, 3.5850]], device='cuda:0')"
1,Negotiate directly with tribes and state governments in the west for addtional gas supplies.,1,"tensor([[0.0727, 3.6389]], device='cuda:0')"
0,"We have booked and arrested the accused under various sections of the Indian Penal Code.
NORMAL	He will be produced in court on Wednesday, said Senior Police Inspector Parkash Bele of Dindoshi police.",0,"tensor([[3.7505, 0.0000]], device='cuda:0')"
0,"Otherwise, in the grand tradition of all bailout packages, this too will be followed by another, most likely much bigger, one.",0,"tensor([[3.8012, 0.0000]], device='cuda:0')"
0,Discuss it with someone.,0,"tensor([[3.0586, 0.5686]], device='cuda:0')"
0,Register to The Hindu for free and get unlimited access for 30 days.,0,"tensor([[3.6867, 0.0000]], device='cuda:0')"
1,"Hiren, please send note to Brian Riley verifying that the GMT payment has gone out to the Houston company by the end of the day.",1,"tensor([[0.0000, 3.5732]], device='cuda:0')"
0,"Besides this attempt at circumventing the law, he also offered the Opposition parties a commitment to abandon his Brexit Bill from being brought back for a vote, opening up the prospect of the anti-Brexit Liberal Democrats and Scottish National Party (SNP) MPs backing the General Election vote.",0,"tensor([[4.1626, 0.0000]], device='cuda:0')"
0,"Research suggests that half an hour a day of cardio, be it running, stair climbing, jumping rope, or cycling, works wonders.",0,"tensor([[4.0096, 0.0000]], device='cuda:0')"
1,Check out this list of the points we plan to put on the map and let me know if we should eliminate or add based on traders requests Jan.,1,"tensor([[0.0000, 4.0829]], device='cuda:0')"
0,Set up a barbecue station in the backyard and grill your favourite meats and vegetables for dinner.,0,"tensor([[3.9613, 0.0000]], device='cuda:0')"
1,Make changes to the pricing in deal 413462 mentioned below.,1,"tensor([[0.0000, 4.0214]], device='cuda:0')"
0,Universal cash transfer will be the best thing to do.,0,"tensor([[3.8978, 0.0000]], device='cuda:0')"
1,Please analyze and prepare revenue reports expense reports and other business transaction reports.,1,"tensor([[0.0000, 4.1750]], device='cuda:0')"
0,Duflo and joint winners her husband Abhijit V Banerjee and Michael Kremer were awarded for their experimental approach to alleviate global poverty.,0,"tensor([[4.4067, 0.0000]], device='cuda:0')"
0,"Mumbai NCP president Nawab Malik, also the party's chief spokesperson, said on Tuesday: ""If Shiv Sena decides not to extend support to the BJP and they fail to form the government, then in such an event, the NCP can think of offering support.""",0,"tensor([[3.6862, 0.0000]], device='cuda:0')"
1,please check on why have not being reimbursed by Continental and solve that.,1,"tensor([[0.0000, 4.2091]], device='cuda:0')"
1,please find draft papers for the approval of protocol as we discussed last week in Houston and draft MRT stipulation.,1,"tensor([[0.0000, 4.2591]], device='cuda:0')"
0,The terror attack came at a time when a delegation of parliamentarians from the European Union is in Kashmir to talk to locals and ask them about their experience after abrogation of Jammu and Kashmir's special status under Article 370 of the Constitution.,0,"tensor([[4.5229, 0.0000]], device='cuda:0')"
0,Oyo Hotels & Homes claim an earlier CCI investigation has cleared it of all allegations on market dominance and predatory pricing.,0,"tensor([[4.1310, 0.0000]], device='cuda:0')"
1,"Ken, make sure that we are keeping file on Authorized Trader announcements and changes.",1,"tensor([[0.0000, 4.2481]], device='cuda:0')"
0,Immunisations projects are another aspect we are involved with and will continue to be.,0,"tensor([[4.2326, 0.0000]], device='cuda:0')"
1,Please review the FANSonly Privacy Statement.,1,"tensor([[0.0000, 3.9690]], device='cuda:0')"
0,The Ernakulam General Hospital will be part of the Smart City project under the aegis of Cochin Smart Mission Limited with over [?]30 crore investment for various projects.,0,"tensor([[3.7955, 0.0000]], device='cuda:0')"
0,"Like Shannon, a few American families are keeping up the traditions.",0,"tensor([[4.0200, 0.0000]], device='cuda:0')"
1,Please organize your vacation on the west desk calendar with Ina and coordinate any early afternoon departures with Ina and myself.,1,"tensor([[0.0000, 3.9961]], device='cuda:0')"
1,"Review the comments received from market participants on the draft goals we sent out to the tie list, and finalize list of goals to serve as input to the NYISO internal business planning process.",1,"tensor([[0.0000, 4.1437]], device='cuda:0')"
0,"Bhai Dooj is the celebration of love shared between siblings, especially a brother and sister.",0,"tensor([[3.7567, 0.0000]], device='cuda:0')"
0,"New Delhi: The United Nations, on Tuesday, urged the Narendra Modi government to ""fully restore the rights"" of people in Kashmir, and remarked the Supreme Court of India was slow in dealing with petitions concerning freedom of movement and media curbs, The Indian Express reported.",0,"tensor([[4.0884, 0.0000]], device='cuda:0')"
0,"It hit an intra-day high of 39,917.01 and a low of 39,254.12.",0,"tensor([[4.2579, 0.0000]], device='cuda:0')"
1,Please still let me know where you guys are going to be and if anything changes I'll update you all.,1,"tensor([[0.0000, 4.3072]], device='cuda:0')"
